dataset	index_in_dataset	lang_code	source	reference	translation	comet_score
ds_xh	933	xh	Ifowuni	Telephone	Ifowuni	0.5205325484275818
ds_xh	934	xh	_Igama lenkangeleko:	_Profile name:	_Igama lenkangeleko:	0.6676421761512756
ds_xh	935	xh	ifomu ngenxa yokuba ekhubazekile, angasenza	disability, the request may be made orally.	ifomu ngenxa yokuba ekhubazekile, angayenza	0.32983633875846863
ds_xh	936	xh	Umxhesho weram wawuxutywa namanzi ukwenza isiselo esinxilisayo kwaye yayinikezelwa kabini ngosuku.	The rum ration was mixed with water to make grog and was issued twice a day.	Umxheso weram wawuxutywa namanzi ukwenza isiselo esinxilisayo kwaye yayinikezelwa kabini ngosuku.	0.30729153752326965
ds_xh	937	xh	Ukanti kwinqanawe zemfazwe imiganyatho inemboliwe ngoku ngokulandelelana, ukusukela kongaphezulu kanye umganyatho-mozulu ukwehla.	However, in men-of-war the decks are now also numbered in sequence from the uppermost weather deck downwards.	Ukanti kwinqanawe zemfazwe imiganyatho inemboliwe ngoku ngokulandelelana, ukusukela kongaphezulu kanye umganyatho-mozulu ukwehla.	0.3247097432613373
ds_xh	938	xh	Izixhobo zemfazwe ekulandelwe umkhondo wazo	Tracked Munition.	Izixhobo zemfazwe ekulandelwe umkhondo wazo	0.378640354
ds_xh	939	xh	Ohamba ngengqibelelo uhamba ngenkoloseko; Ke yena ojibilizayo ngeendlela zakhe uyaziwa.	He who walks blamelessly walks surely, but he who perverts his ways will be found out.	Ohamba ngengqibelelo uhamba ngenkoloseko; Ke yena ojibilizayo ngeendlela zakhe uyaziwa.	0.40574169158935547
ds_xh	940	xh	Kufunwa aBatyunjwa boLondolozo lweMbali:	Museum Nominees are required for: the Management Committees of:	Kufunwa aBatyunjwa boLondolozo lweMbali:	0.30144602060317993
ds_xh	941	xh	Amandla kufuneka abe kumatshini wokunyusa i-ankile kunye nee-injini ezingundoqo.	Power should be on the capstan and main engines.	Amandla kufuneka abe kumatshini wokunyusa i-ankile kunye nee-injini ezingundoqo.	0.42167428135871887
ds_xh	942	xh	Sebenzisa iintshukumo ezikhuseleke kakhulu	Use super safe moves	Sebenzisa iintshukumo ezikhuseleke kakhulu	0.5336465239524841
ds_xh	943	xh	La manqaku alandelayo okuthintela umlilo kusetyenzwa ngawo ngaphantsi kwezihloko zezinto ezitsha lula, ubushushu kunye ne-oksijini.	The following notes on fire prevention are dealt with under the three headings of inflammable materials, heat and oxygen.	La manqaku alandelayo okuthintela umlilo kusetyenzwa ngawo ngaphantsi kwezihloko zezinto ezitsha lula, ubushushu kunye ne-oksijini.	0.32591548562049866
ds_xh	944	xh	Gcina Imiyalezo Efihliweyo Xa le bhokisi ikhangelwe, imiyalezo ethunyelweyo igcinwa iguqulelwe kwi khowudi ngokungathi ibithunyelwe. Oku akunconywa, njengo kuba ungazuku kwazi ukufunda imiyalezo kwakhona ukuba isiqinisekiso esiyimfuneko siyaphelelwa. Nokuba, kungabakho imithetho yobulali efuna wena uvule olukhetho. Xa ukwintandabuzo, khangela nomphathi weekhomputha wakho wobulali.	Store Messages Encrypted When this box is checked, sent messages are stored encrypted like they were sent. This is not recommended, as you will not be able to read the messages any longer if a necessary certificate expires. However, there may be local rules that require you to turn this option on. When in doubt, check with your local administrator.	Gcina Imiyalezo Efihliweyo Xa le bhokisi ikhangelwe, imiyalezo ethunyelweyo igcinwa iguqulelwe kwi khowudi ngokungathi ibithunyelwe. Oku akunconywa, njengo kuba ungazuku kwazi ukufunda imiyalezo kwakhona ukuba isiqinisekiso esiyimfuneko siyaphelelwa. Nokuba, kungabakho imithetho yobulali efuna wena uvule olukhetho. Xa ukwintandabuzo, khangela nomphathi weekhomputha wakho wobulali.	0.29840877652168274
ds_xh	945	xh	Nathi sinishumayeza iindaba ezilungileyo zedinga elo labakho koobawo bethu,	We bring you good news of the promise made to the fathers,	Nathi sinishumayeza iindaba ezilungileyo zedinga elo labakho koobawo bethu,	0.34310054779052734
ds_xh	946	xh	Ukuqhama kuphumelela ngokubhentsisa amaqanda kumadlozo kwisitya sokukhulisela, okanye ngokufaka idlozi elinye ngesitofu ngqo kwiqanda ngalinye elivuthiweyo (ukufakelwa kwedlozi ngesitofu eqandeni elivuthiweyo - ICSI).	Fertilization is accomplished by exposing the eggs to sperm in a culture dish, or by directly injecting a single sperm into each mature egg (intracytoplasmic sperm injection - ICSI).	Ukuqhama kuphumelela ngokubhentsisa amaqanda kumadlozo kwisitya sokukhulisela, okanye ngokufaka idlozi elinye ngesitofu ngqo kwiqanda ngalinye elivuthiweyo (ukufakelwa kwedlozi ngesitofu eqandeni elivuthiweyo - ICSI).	0.2630368173122406
ds_xh	947	xh	Okokuqala izithuthi zomkhosi olula , iAlbion kunye neBulwark zathathelwa ezandleni ngo1959 ekuguqulweni .	First the light fleet carriers, the Albion and the Bulwark were taken in hand in 1959 for conversion.	Okokuqala izithuthi zomkhosi olula, iAlbion kunye neBulwark zathathelwa ezandleni ngo1959 ekuguqulweni.	0.39490875601768494
ds_xh	948	xh	Qabelisa itackle kwisiseko sentsika.	Mount the tackle on a stanchion base.	Qabelisa itackle kwisiseko sentsika.	0.3251520097255707
ds_xh	949	xh	UJohn Cabot wayisebenzisa ingqukuva, kwaye uPedro umPhuthukezi oyingcali kuhambo ngesikhephe, wabangx abenzi bengqukuva, kuba bacoselela ukuzihombisa kunokuqinisekisa ukuchana kwazo.	John Cabot used a globe and Pedro Nunez, the great Portuguese navigation expert, reproached the globe-makers of Lisbon in 1537 with taking more care for the ornamentation of their globes than for their accuracy.	UJohn Cabot wayisebenzisa ingqukuva, kwaye uPedro umPhuthukezi oyingcali kuhambo ngesikhephe, wabangxabenzi bengqukuva, kuba bacoselela ukuzihombisa kunokuqinisekisa ukuchana kwazo.	0.27560755610466003
ds_xh	950	xh	Inzala eyongeziweyo	Refunds: Rental Income	Inzala esongezwe	0.4167720377445221
ds_xh	951	xh	Izakubona kuvezo ukuba nganye kwisiphelo sesibopheleli siza kugqitha phakathi korhintyelo, ezo ziminxiweyo kulondawo echasene nesixa esingagqithisa uvuselelo ngokotsalo oluqinileyo.	It will be seen from the illustration that in each hitch the end is passed down through the bight, thus jamming that part against the bundle and enabling the lashing to be hauled taut.	Iza kubonakala ngokuvezu ukuba njalo kwisiphelo sesibophelelo siza kukhwitha phakathi kolwandle, ezo zimihlali kulondawo echasene nesixeko esingasivuseli ngokobunzulu obunempumelelo.	0.2540266215801239
ds_xh	952	xh	umbala	color	umbala	0.7181301712989807
ds_xh	953	xh	paper size	paper size	usayizi wephepha	0.44817572832107544
ds_xh	954	xh	Ncamathisela umbhalo ovela kwi-clipboard	Paste text from the clipboard	Ncamathisela umbhalo ovela kwi-clipboard	0.36363813281059265
ds_xh	955	xh	UBarnaby wayesoloko enikisa ngamacebiso kwanokuphuculwa kwenqanawa yemfazwe yangaphambili.	Barnaby offered several suggestions including an improved Dreadnought.	UBarnaby wayesoloko ebeka amacebiso ngokuphucula inqanawa yemfazwe yangaphambili.	0.3641362488269806
ds_xh	956	xh	Bakuthi ukusingasinga, ababa sabona mntu, babona selinguYesu yedwa onabo.	Suddenly looking around, they saw no one with them any more, except Jesus only.	Bakithi ukusingatha, abafana sabona mntu, babona selinguYesu yedwa onabo.	0.3301165997982025
ds_xh	957	xh	Le nto izakufuna malunga nemiqhushelo emithathu, njengokudibana nomsonto uA.	This will need about three tucks, so as to meet strand A.	Le nto iza kufuna ngaphakathi nemiqhushelo emithathu, njengokudibana nomsonto kaA.	0.34064480662345886
ds_xh	958	xh	Inkqubo yovavanyo kunye nolwazi lolawulo lohlalutyo kunye nolandelo-mkhondo	Test and Evaluation Management Information and Tracking	Inkqubo yovavanyo kunye nolwazi lolawulo lohlalutyayo kunye nokuthi-mkhondo	0.3262319564819336
ds_xh	959	xh	379 AbaneScholarship bayafakwa kwisebe ngokwentrakthi Abanekhontrakthi basebenza ngokwezibophelelo	379 Scholarship holders appointed additional to the establishment on contract Bursary holders working back	379 AbaseScholarship bafakelwa kwisebe ngokwentrakthi AbasekhontraktHi basebenza ngokwezibophelelo	0.3553585708141327
ds_xh	960	xh	Ngaphandle koko, ukuwa nokomisa okanye ukuntywila emanzini apholileyo kangangeentsuku ezilishumi elinesine, kungasibulala isifo.	However, slipping and drying, or immersion in fresh water for 14 days, kills the infection.	Ngaphandle koko, ukuwa nokomisa okanye ukuntywila emanzini apholileyo kangangeentsuku ezilishumi elinesine, kungasibulala isifo.	0.34597286581993103
ds_xh	961	xh	Ukusebenzisa intsika kuyanceda ukuthintela ukuqhubekeka kwesifo sokugoba kwethambo lomqolo emntwaneni osakhulayo.	In a growing child, bracing can be effective at preventing progression of scoliosis.	Ukusebenzisa intsika kuyanceda ukuthintela ukuqhubekeka kwesifo sokugoba kwethambo lomqolo emntwaneni osakhulayo.	0.35243088006973267
ds_xh	962	xh	paper size	paper size	usayizi wephepha	0.44817572832107544
ds_xh	963	xh	ukuze nidle inyama yookumkani, nenyama yabathetheli-waka, nenyama yamagorha, nenyama yamahashe, neyabakhweli bawo, nenyama yabo bonke abakhululekileyo nabangamakhoboka, neyabancinane neyabakhulu.	that you may eat the flesh of kings, the flesh of captains, the flesh of mighty men, and the flesh of horses and of those who sit on them, and the flesh of all men, both free and slave, and small and great."	ukuze nidla inyama yookumkani, nenyama yabathetheli-waka, nenyama yamagorha, nenyama yamahashe, neyabakhweli bawo, nenyama yabo bonke abakhululekileyo nabangamakhoboka, neyabancinane neyabakhulu.	0.2732463479042053
ds_xh	964	xh	Iqela eliBonisa uLawulo	Control Display Unit	Iqela eliBonakalisa uLawulo	0.3401523530483246
ds_xh	965	xh	Yinkqubo efaka iziphumo zayo kwikhompyutha ngokukhawuleza kangangoko zifunwa lihlabathi lokwenene. Inkqubo enjalo iphendula ngokukhawuleza kangangokuba akubikho lulibaziseko kumntu ohlolayo. Kusetyenziso lwajikelele, eli gama lisetyenziselwa ukubhekiselela kumonde nakunyamezelo lomsebenzisi ongumntu. [AFI 16-102; DSMC 1]	A system that computes its results as quickly as they are needed by a real-world system. Such a system responds quickly enough that there is no perceptible delay to the human observer. In general use, the term is often perverted to mean within the patience and tolerance of a human user. [AFI 16-102; DSMC 1]	Yinkqubo efaka iziphumo zayo kwikhompyutha ngokukhawuleza kangangoko zifunwa lihlabathi lokwenene. Inkqubo enjalo iphendula ngokukhawuleza kangangokuba akubikho lulibaziseko kumntu ohlolayo. Kusetyenziso lwajikelele, eli gama lisetyenziselwa ukubhekiselela kumonde nakunyamezelo lomsebenzisi ongumntu. [AFI 16-102; DSMC 1]	0.3470577895641327
ds_xh	966	xh	Inxenye yentambo zengeniso ithathwa kwisikhephe.	Part of the picking-up rope is taken in a boat.	Inxenye yentambo zengeniso ithathwa kwisikhephe.	0.2640380263328552
ds_xh	967	xh	Zininzi izizathu ezibangela kubonakalale kufanekekile ukuba emva ko 1990 uthutho lwentsimbi ekrwada kumazwe aphesheya awanakwanda ngokukhawuleza njengexesha 10 1980/85.	There are several reasons why it seems probable that after 1990 the iron ore shipments from the overseas countries will not increase as rapidly as during the period 1980/85.	Zininzi izizathu ezibangela kubonakalale kufanekekile ukuba emva ko 1990 uthutho lwentsimbi ekrwada kumazwe aphesheya awanakwanda ngokukhawuleza njengexesha 10 1980/85.	0.3366834223270416
ds_xh	968	xh	Kwakufuneka bamelwe endaweni nganye kuba betyala umnxinwa wesiqu seenqanawa zabo.	Owing to the narrowness of their hulls they had to be placed one ahead of the other.	Kwakufuneka bamelwe endaweni nganye kuba betyala umnxinwa wesiqu seenqanawa zabo.	0.23539510369300842
ds_xh	969	xh	Le ayifuni kukhanyayo ukuze ijongwe kakuhle.	This does not require the luminary to be looked at directly.	Le ayifuni kukhanyayo ukuze ijongwe kakuhle.	0.330255389
ds_xh	970	xh	Abaqhubi babaphuthukezi okanye abaseSpenishi bafundiswa ukufuna esisixhobo sitsha phambili kwesibhakabha esifana nomnqamelezo wesaphetha somntu.	The early Portuguese or Spanish pilot was taught to aim this new instrument towards the sky 'like a cross-bowman'.	Abaqhubi babaphuthukezi okanye abaseSpenishi bafundiswa ukufuna esisixhobo sitsha phambili kwesibhakabha esifana nomnqamelezo wesaphetha somntu.	0.28920772671699524
ds_xh	971	xh	abasebenzela	mentoring	abasebenzela	0.4542333781719208
ds_xh	972	xh	IINDLELA ZOKUCIMA UMLILO.	METHODS OF EXTINGUISHING FIRES.	IINDLELA ZOKUCIMA UMLILO.	0.3398166596889496
ds_xh	973	xh	1 INGXELO YOMPHICOTHI-ZINCWADI: IINJONGO EZIMISELWE KWANGAPHAMBILI	1 AUDITORS REPORT: PREDETERMINED OBJECTIVES	1 INGXELO YOMPHICOTHI-ZINCWADI: IINJONGO EZIMISELWE KWANGAPHAMBILI	0.40145084261894226
ds_xh	974	xh	Kukho unyuko kwiimfuno zenqanawa zizokusetyenziswa kangangoko kumakhareji emithwalo ukunqanda ulwandle kunokuchitha ixesha kwizibuko lenqanawa.	There is thus an increasing requirement for ships to be used as much as possible for the carriage of cargoes across the seas, rather than spending time in ports.	Kukho unyuko kwiimfuno zenqanawa zizokusetyenziswa kangangoko kumakhareji emithwalo ukunqanda ulwandle kunokuchitha ixesha kwizibuko lenqanawa.	0.28013184666633606
ds_xh	975	xh	Itsho iNkosi uYehova ukuthi, Ngenyanga yokuqala, ngolokuqala enyangeni leyo, wothabatha inkunzi entsha, ithole lenkomo eligqibeleleyo, uyihlambulule ingcwele ngedini lesono.	Thus says the Lord Yahweh: In the first [month], in the first [day] of the month, you shall take a young bull without blemish; and you shall cleanse the sanctuary.	Itsho iNkosi uYehova ukuthi, Ngenyanga yokuqala, ngolokuqala enyangeni leyo, wothabatha inkunzi entsha, ithole lenkomo eligqibeleleyo, uyihlambulule ingcwele ngedini lesono.	0.32887041568756104
ds_xh	976	xh	Iinkcukacha zerekhodi	Particulars of record	Iinkcukacha zerekhodi	0.3437160849571228
ds_xh	977	xh	nobunkokeli.	This provided	nobunkokeli.	0.4367661476135254
ds_xh	978	xh	Omnye umnini nqanawa wazisa umthamo wenqanawa olinganiswe ngeetoni omtsha kunye nemveliso yodidi oluphezulu isemarikeni, amashishini amatsha engenelela kula kudala ekhona, kwaye kwengaphindanga yahluzwa, nengazimiselanga ukukhula balima isityalo senkathazo eninzi.	Each shipowner introduces new tonnage with higher productivity into the market, new firms join the old-established ones and, with their unrestrained and often irresponsible urge to expand, they often sow the seed of the next excess-capacity crisis.	Omnye umnini nqanawa wazisa umthamo wenqanawa olinganiswe ngeetoni omtsha kunye nemveliso yodidi oluphezulu isemarikeni, amashishini amatsha engenelela kula kudala ekhona, kwaye kwengaphindanga yahluzwa, nengazimiselanga ukukhula balima isityalo senkathazo eninzi.	0.22845736145973206
ds_xh	979	xh	Intlanganisela yesantya	Accumulated Rate.	Intlanganisela yesantya	0.3893909752368927
ds_xh	980	xh	Iliza ke liyakhula linyukele liphakame libe yincochoyi eqengqelekisayo	The wave thus grows steeper and rises to a sharp crest.	Iliza ke liyakhula linyukele liphakame libe yincochoyi eqengqelekisayo	0.22303296625614166
ds_xh	981	xh	Lento yenza ilahleko kumoya wamanzi achasene nesiqu senqanawa.	This is causing a loss of water pressure against the hull there.	Lento yenza ilahleko kumoya wamanzi achasene nesiqu senqanawa.	0.3209301233291626
ds_xh	982	xh	**Ithala leencwadi livaliwe ngenxa yokulungiswa	** Library closed due to renovations	**Ithala leencwadi livaliwe ngenxa yokulungiswa	0.5130537748336792
ds_xh	983	xh	Inqwelo moya itsha kumgangatho.	Aircraft fires on deck.	Inqwelo moya itsha kumgangatho.	0.3042812943458557
ds_xh	984	xh	Wathi uYakobi kubazalwana bakhe, Cholani amatye. Bathabatha amatye, benza imfumba, badla khona phezu kwaloo mfumba.	Jacob said to his relatives, "Gather stones." They took stones, and made a heap. They ate there by the heap.	Wathi uYakobi kubazalwana bakhe, Cholani amatye. Bathabatha amatye, benza imfumba, badla khona phezu kwaloo mfumba.	0.47018036246299744
ds_xh	985	xh	Kwenzeke impazamo xa kubhalwa ibhokisi ye-imeyile yexeshana: %s	Error writing to cache stream:	Kwenzeke impazamo xa kubhalwa ibhokisi ye-imeyile yexeshana: %s	0.37944623827934265
ds_xh	986	xh	Ingaba isifo seswekile sisoloko sikhokelela kwisifo sezintso?	Does diabetes always lead to kidney disease?	Ingaba isifo seswekile sisoloko sikhokelela kwisifo sezintso?	0.2756720185279846
ds_xh	987	xh	Indoda ezenza isibuko ngokwayo ngokunxila kwi-unifom, oku akuzisi sizi kulaa unifom kodwa yenza umonakalo ngamanye amaxesha ongena kulungisek, kumkhosi uphela.	A man who makes a spectacle of himself by getting drunk in uniform, not only brings shame to that uniform, but also does damage, sometimes irreparable, to the image of the Navy as a whole.	Indoda ezenza isibuko ngokwayo ngokunxila kwi-unifom, oku akuzisi sizi kulaa unifom kodwa yenza umonakalo ngamanye amaxesha ongena kulungisek, kumkhosi uphela.	0.2459774911403656
ds_xh	988	xh	Umgama othe nkqo phakathi esazulwini somgangatho wesibane nakumgangatho wemiMthombo yaManzi eBaluleke kaKhulu.	The vertical distance between the focal plane of the light and the level of Mean High Water Springs.	Umgama othe nkqo phakathi esazulwini somgangatho wesibane nakumgangatho wemiMthombo yaManzi eBaluleke kaKhulu.	0.18749429285526276
ds_xh	989	xh	Ukuba sidla ubomi ngokoMoya, masihambe nokuhamba kwangokoMoya.	If we live by the Spirit, let's also walk by the Spirit.	Ukuba sidla ubomi ngokoMoya, masihambe nokuhamba kwangokoMoya.	0.39344266057014465
ds_xh	990	xh	Ndabambana nawo, ndawatshabhisa, ndabetha amadoda kuwo, ndawadlathula iinwele, ndawafungisa uThixo ngokuthi, Inene, iintombi zenu aniyi kuzendisela koonyana babo, neentombi zabo aniyi kuzizekela oonyana benu, aniyi kuzizeka nani ngokwenu.	I contended with them, and cursed them, and struck certain of them, and plucked off their hair, and made them swear by God, "You shall not give your daughters to their sons, nor take their daughters for your sons, or for yourselves.	Ndabambana nawo, ndawatshabhisa, ndabetha amadoda kuwo, ndawadlathula iinwele, ndawafungisa uThixo ngokuthi, Inene, iintombi zenu aniyi kuzendisela koonyana babo, neentombi zabo aniyi kuzizekela oonyana benu, aniyi kuzizeka nani ngokwenu.	0.27034252882003784
ds_xh	991	xh	Le yayi yodwa iflegi, ngamanye amaxesha iphantsi ixhonyiwe, kodwa kanye kwicala elinye kwimeko apho kukho ezimbini iflegi ezidibeneyo.	This was for single flags, sometimes under a pendant, but only in one case two flags together.	Le yayi yodwa iflegi, ngamanye amaxesha iphantsi ixhonyiwe, kodwa kanye kwicala elinye kwimeko apho kukho ezimbini iflegi ezidibeneyo.	0.3095541000366211
ds_xh	992	xh	ISakhiwp iProtea Assurance Protea Assurance	Protea Assurance Building	ISakhiwp iProtea Assurance Protea Assurance	0.7792707085609436
ds_xh	993	xh	Esifunekayo isilinganisi sesibhaka-bhaka esizolileyo esinokujikeleza ngaphaya kwepleyiti apho kukho uqhngamshelwano lweazimuths (ukuthwala) nealmakhathari (kumphakama).	Essentially, this instrument is a celestial planisphere which can be rotated over a plate on which there is a network of azimuths (bearings) and almacantars (altitudes).	Esifunekayo isilinganisi sesibhaka-bhaka esizolileyo esinokujikeleza ngaphaya kwepleyiti apho kukho uqhngamshelwano lweazimuths (ukuthwala) nealmakhathari (kumphakama).	0.3301863670349121
ds_xh	994	xh	Ilebhile	Labels	Ilebhile	0.5505549907684326
ds_xh	995	xh	namacandelo obugcisa, inkcubeko nelifa lemveli nabahlali beNtshona Koloni bekwenza oko	arts, culture and heritage sectors with residents of the Western Cape and through appropriate forums.	namacandelo obugcisa, inkcubeko nelifa lemveli nabahlali beNtshona Koloni bekwenza oko	0.3200015723705292
ds_xh	996	xh	Wenza netafile ngomngampunzi; ubude bayo baba ziikubhite ezimbini, ububanzi bayo baba yikubhite, ukuphakama kwayo kwaba yikubhite enesiqingatha.	He made the table of acacia wood. Its length was two cubits, and its breadth was a cubit, and its height was a cubit and a half.	Wenza netafile ngomngampunzi; ubude bayo baba ziikubhite ezimbini, ububanzi bayo baba yikubhite, ukuphakama kwayo kwaba yikubhite enesiqingatha.	0.23257450759410858
ds_xh	997	xh	esipheleleyo	probable.	esipheleleyo	0.759365976
ds_xh	998	xh	Shadrack Chirikure	Shadrack Chirikure	Shadrack Chirikure	0.987144411
ds_xh	999	xh	Abasindi ngoko ke bangatsalelwa ecaleni kwayo.	The survivors can then be hauled alongside.	Abasindi ngoko ke bangatsalelwa ecaleni kwayo.	0.37066736817359924
ds_ntrex_zu	0	zu	Ama-Welsh AMs akhathazwe ukuthi ‘azobukeka njengeziphungumangathe’	Welsh AMs worried about 'looking like muppets'	Ama-Welsh AMs siyabamba ukuthi 'bazofanana neziphungumangathe'	0.4381661117076874
ds_ntrex_zu	1	zu	Bayazibuza baziphendule abanye phakathi kwama-AM ngombono wokuthi kushintshe indlela ababizwa ngayo kuthiwe ama-MWPs (Member of the Welsh Parliament).	There is consternation among some AMs at a suggestion their title should change to MWPs (Member of the Welsh Parliament).	Bayazibuza baphendula abanye phakathi kwama-AM mayelana nokushintsha indlela ababizwa ngayo kuthiwe ama-MWPs (Amalungu ePhalamende lase-Welsh).	0.43091297149658203
ds_ntrex_zu	2	zu	Lokhu kususwa izinhlelo zokushintsha kokubizwa kwenhlanganyela yePhalamende lama Welsh.	It has arisen because of plans to change the name of the assembly to the Welsh Parliament.	Lokhu kushintsha izinhlelo zokubiza iNdlu yePhalamende yase-Welsh.	0.4151594340801239
ds_ntrex_zu	3	zu	Ama-AMs kuzo zonke izinhlaka zepolitiki anovalo lokuthi loku kobabizela ukuhlekwa.	AMs across the political spectrum are worried it could invite ridicule.	Ama-AMs kuzo zonke izinhlaka zepolitiki izithuke lokhu kobabiza ngokubiza.	0.3216620981693268
ds_ntrex_zu	4	zu	Elinye ilunga le-Labour AM lithe bona bayesaba ngoba kunomsindo ofanayo no-Twp no-Pwp.	One Labour AM said his group was concerned "it rhymes with Twp and Pwp."	Enye ilunga le-Labour AM lithe bayesaba ngenxa yomsindo ofanayo no-Twp no-Pwp.	0.49943676590919495
ds_ntrex_zu	5	zu	Kubafundi abangaphandle kwase-Wales: Ngokwesi Welsh u twp usho isilima kanti pwp usho indle.	For readers outside of Wales: In Welsh twp means daft and pwp means poo.	Kubafundi abangaphandle kwase-Wales: Ngokwase-Welsh u twp usho isilima kanti pwp usho indle.	0.3941258490085602
ds_ntrex_zu	6	zu	Ilunga le-Plaid AM lona lithe njenqembu abajabulile neze base benikezela ngamanye amagama okungakhethwa kuwona.	A Plaid AM said the group as a whole was "not happy" and has suggested alternatives.	Ilunga le-Plaid AM lona lithe njengeqembu babonajabulo kakhulu base benikezelwe ngamanye amagama okungakhethwa.	0.373426229
ds_ntrex_zu	7	zu	Ilunga le Welsh Conservative lona lithe njengeqembu bazimisele ukwamukela ushintsho lwegama kodwa wakuphawula ukuthi uMWP useduzane kakhulu nokubizwa ngesiduphunga.	A Welsh Conservative said his group was "open minded" about the name change, but noted it was a short verbal hop from MWP to Muppet.	Ilunga le Welsh Conservative lithe njengeqembu bazimisele ukwamukela ushintsho lwegama kodwa wakuphawula ukuthi uMWP useduzane kakhulu nokubizwa ngesiduphunga.	0.4535975158214569
ds_ntrex_zu	8	zu	Ngokwase Welsh uhlamvu W lubizwa ngokufanayo nohlamvu u-U e-Yorkshire Engilandi.	In this context The Welsh letter w is pronounced similarly to the Yorkshire English pronunciation of the letter u.	Ngokwase-Welsh uhlamvu W lubizwa ngokufanayo nohlamvu u-U e-Yorkshire Engilandi.	0.31955525279045105
ds_ntrex_zu	9	zu	Lekhomishana Yokuhlangana okuyiyona ebuyekeza umthetho wokushintshwa kwegama ithe: “Isinqumo esingujuqu ngokubalulwa koku bizwa kwamalungu esishayamthetho kuzoba indaba ezondingidwa yiwona amalungu esishayamathetho.”	The Assembly Commission, which is currently drafting legislation to introduce the name changes, said: "The final decision on any descriptors of what Assembly Members are called will of course be a matter for the members themselves."	Lekhomishane Yokuhlangana okuyiyona ebuyekezayo umthetho wokushintshwa kwegama ithe: "Isinqumo esingujuqu ngokubalulwa koku bizwa kwamalungu esishayamthetho kuzoba indaba ezondingidwa yiwona amalungu esishayamathetho."	0.2691344916820526
ds_ntrex_zu	10	zu	Umthetho Kahulumeni wase-Wales Act 2017 wanikeza inhlangano yama-Welsh igunya lokushintsha igama labo.	The Government of Wales Act 2017 gave the Welsh assembly the power to change its name.	Umthetho Kahulumeni wase-Wales Act 2017 wanikeza inhlangano yama-Welsh igunya lokushintsha igama labo.	0.45839324593544006
ds_ntrex_zu	11	zu	NgoJuni Ikhomishane yashicilela imiphumela yenhlolovo yomphakathi ngemibono, eyathola ukwesekwa okukhulu ukushisntshwa inhlangano ibizwe ngephalamende lama Welsh.	In June, the Commission published the results of a public consultation on the proposals which found broad support for calling the assembly a Welsh Parliament.	NgoJuni Ikhomishane yashicilela imiphumela yenhlolovo yomphakathi ngemibono, eyathola ukwesekwa okukhulu ukushintsha inhlangano ibizwe ngephalamende lama-Welsh.	0.31264951825141907
ds_ntrex_zu	12	zu	Odabeni lokubizwa kwama-AMs ikhomishane iseke u-WMP kanti uvo lomphakathi lona lubonakalise ukuncika ku-MWP.	On the matter of the AMs' title, the Commission favoured Welsh Parliament Members or WMPs, but the MWP option received the most support in a public consultation.	Odabeni lokubizwa kwama-AMs ikhomishane iseke u-WMP kanti uvo lomphakathi lona lubonakalise ukuncika ku-MWP.	0.4049346148967743
ds_ntrex_zu	13	zu	Ama-AMs wona afake eyawo nayo imibono kodwa lomdonsiswano uzoba yinkinga ku-Elin Jones okunguyena owengamele ukwenziwa kohlaka lomthetho woshinstho emavikini azayo.	AMs are apparently suggesting alternative options, but the struggle to reach consensus could be a headache for the Presiding Officer, Elin Jones, who is expected to submit draft legislation on the changes within weeks.	Ama-AMs wona afake eyawo nayo imibono kodwa lomdonsiswano uzoba yinkinga ku-Elin Jones okunguyena owengamele ukwenziwa kohlaka lomthetho woshinstho emavikini azayo.	0.2633828818798065
ds_ntrex_zu	14	zu	Imithetho yokubuyekezwa izombandakanya ukushintshwa kwendlela umhlangno osebbenza ngayo, kumbandakanya imithetho yokuhoxiswa kwama-AM nokuhlelwa kwekomidi.	The legislation on the reforms will include other changes to the way the assembly works, including rules on disqualification of AMs and the design of the committee system.	Imithetho yokubuyekezwa izombandakanya ukushintshwa kwendlela umhlangano osebbenza ngayo, kumbandakanya imithetho yokuhoxiswa kwama-AM nokuhlelwa kwekomidi.	0.37217554450035095
ds_ntrex_zu	15	zu	Ama-AM azoba nezwi lokugcina odabeni lokuthi azobizwa ngani uma sekuxoxiswana ngomthetho.	AMs will get the final vote on the question of what they should be called when they debate the legislation.	Ama-AM azoba nezwi lokugcina odabeni lokuthi azobizwa ngani uma sekuxoxiswana ngomthetho.	0.36797308921813965
ds_ntrex_zu	16	zu	AbaseMacedonia baya okhethweni lokuvotela ukushintshwa kwegama lezwe labo.	Macedonians go to polls in referendum on changing country's name	AbaseMacedonia baya okhethweni lokuvotela ukushintshwa kwegama lezwe labo.	0.5113131403923035
ds_ntrex_zu	17	zu	Abavoti bazovota ngeSonto ukuze banqume ukuba bazolishintsha yini igama lezwe labo libe yi-Republic yaseNyakatho ye-Macedonia.	Voters will vote Sunday on whether to change their country's name to the "Republic of North Macedonia."	Abavoti bazovota ngeSonto ukuze banqume ukuba bazolishintsha yini igama lezwe labo libe yi-Republic yaseNyakatho ye-Macedonia.	0.4506404399871826
